#bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
981	732	146	89	0	chr6	51924568	51924691	-28717559	+	SINEC_a1	SINE	Lys	37	170	-9	3
981	893	35	9	0	chr6	51924692	51924805	-28717445	+	(GAAA)n	Simple_repeat	Simple_repeat	3	116	0	3
981	873	29	0	0	chr6	51924806	51924910	-28717340	+	(GGGAA)n	Simple_repeat	Simple_repeat	2	105	0	3
981	188	100	25	0	chr6	51925229	51925269	-28716981	+	(TTTTG)n	Simple_repeat	Simple_repeat	2	42	0	3
981	823	169	88	22	chr6	51925284	51925466	-28716784	-	SINEC_c1	SINE	Lys	-14	195	2	3
981	1201	107	6	33	chr6	51925466	51925649	-28716601	+	SINEC_a2	SINE	Lys	1	178	-1	3
981	1476	263	38	29	chr6	51925881	51926360	-28715890	-	CarLTR7	LTR	ERV1	-4	479	4	3
981	6475	217	73	65	chr6	51926409	51928257	-28713993	-	CarLTR7-int	LTR	ERV1	-154	5202	3028	3
981	1111	99	43	12	chr6	51928257	51928421	-28713829	-	SINEC_a2	SINE	Lys	-10	169	1	3
981	6475	228	86	71	chr6	51928421	51928777	-28713473	-	CarLTR7-int	LTR	ERV1	-1909	3312	2862	3
981	309	233	109	65	chr6	51928774	51928912	-28713338	-	CarLTR7-int	LTR	ERV1	-2446	2910	2767	3
981	22	0	0	0	chr6	51928912	51928934	-28713316	+	AT_rich	Low_complexity	Low_complexity	1	22	0	3
981	21	0	0	0	chr6	51928992	51929013	-28713237	+	AT_rich	Low_complexity	Low_complexity	1	21	0	3
981	333	258	0	76	chr6	51929428	51929492	-28712758	-	CarLTR7-int	LTR	ERV1	-4972	384	325	3
981	2820	96	40	34	chr6	51929492	51929568	-28712682	+	L1_Carn2	LINE	L1	5959	6035	-400	3
981	333	0	0	0	chr6	51929568	51929605	-28712645	+	(CA)n	Simple_repeat	Simple_repeat	2	38	0	3
981	2820	96	40	34	chr6	51929605	51930002	-28712248	+	L1_Carn2	LINE	L1	6036	6435	0	3
981	333	258	0	76	chr6	51930002	51930042	-28712208	-	CarLTR7-int	LTR	ERV1	-5032	324	288	3
981	1011	301	108	0	chr6	51930081	51930350	-28711900	-	CarLTR7-int	LTR	ERV1	-6384	1823	1526	3
981	756	240	102	31	chr6	51930380	51930461	-28711789	-	CarLTR7-int	LTR	ERV1	-6889	1318	1231	3
981	1228	109	23	6	chr6	51930461	51930636	-28711614	-	SINEC_a1	SINE	Lys	-1	178	1	3
981	756	240	102	31	chr6	51930636	51930808	-28711442	-	CarLTR7-int	LTR	ERV1	-6977	1230	1047	3
981	431	212	8	85	chr6	51930783	51930912	-28711338	-	CarLTR7-int	LTR	ERV1	-4733	623	505	3
981	719	225	145	55	chr6	51930974	51931209	-28711041	-	CarLTR7-int	LTR	ERV1	-7451	756	501	3
981	992	172	48	5	chr6	51931472	51931488	-28710762	-	SINEC_c2	SINE	Lys	-17	195	179	3
981	396	0	0	0	chr6	51931488	51931532	-28710718	+	(TTTA)n	Simple_repeat	Simple_repeat	2	45	0	3
981	992	172	48	5	chr6	51931532	51931702	-28710548	-	SINEC_c2	SINE	Lys	-34	178	1	3
981	1339	246	104	64	chr6	51931769	51932220	-28710030	-	CarLTR7-int	LTR	ERV1	-7722	485	17	3
981	1706	258	9	53	chr6	51932235	51932737	-28709513	-	CarLTR7	LTR	ERV1	-1	482	2	3
981	210	246	33	0	chr6	51933996	51934057	-28708193	+	GA-rich	Low_complexity	Low_complexity	4	66	0	3
981	27	0	0	0	chr6	51934090	51934117	-28708133	+	AT_rich	Low_complexity	Low_complexity	1	27	0	3
981	311	299	48	57	chr6	51934530	51934654	-28707596	+	MIRb	SINE	MIR	32	154	-114	3
981	1350	91	0	0	chr6	51934696	51934871	-28707379	+	SINEC_a1	SINE	Lys	2	176	-3	3
981	653	23	0	23	chr6	51935568	51935656	-28706594	+	(TTTTA)n	Simple_repeat	Simple_repeat	2	87	0	3
981	339	315	39	46	chr6	51936961	51937114	-28705136	-	MIRb	SINE	MIR	-80	188	37	3
981	1361	67	0	16	chr6	51938390	51938573	-28703677	-	SINEC_Cf2	SINE	Lys	0	180	1	3
981	266	167	36	60	chr6	51938726	51938809	-28703441	+	C-rich	Low_complexity	Low_complexity	4	84	0	3
981	343	310	122	35	chr6	51938905	51939159	-28703091	+	MER102b	DNA	MER1_type	50	325	-16	3
981	968	149	6	28	chr6	51941515	51941694	-28700556	+	SINEC_a1	SINE	Lys	2	176	-3	4
981	1250	136	10	10	chr6	51941748	51941941	-28700309	-	SINEC_b2	SINE	Lys	-1	193	1	4
981	21	36	0	0	chr6	51943230	51943258	-28698992	+	AT_rich	Low_complexity	Low_complexity	1	28	0	4
981	197	269	63	13	chr6	51943410	51943489	-28698761	+	MIRm	SINE	MIR	150	232	-44	4
981	1607	211	25	16	chr6	51944458	51944824	-28697426	-	L1ME2	LINE	L1	-34	6130	5762	4
981	1141	130	0	38	chr6	51945764	51945948	-28696302	-	SINEC_a2	SINE	Lys	-2	177	1	4
981	1111	71	149	0	chr6	51946077	51946231	-28696019	-	SINEC_a2	SINE	Lys	-2	177	1	4
981	1181	155	24	19	chr6	51946818	51947028	-28695222	-	SINEC_c2	SINE	Lys	0	212	2	4
981	204	40	0	0	chr6	51949443	51949468	-28692782	+	(A)n	Simple_repeat	Simple_repeat	1	25	0	4
981	191	36	36	0	chr6	51951616	51951644	-28690606	+	(TA)n	Simple_repeat	Simple_repeat	2	30	0	4
981	217	250	0	0	chr6	51951667	51951711	-28690539	+	A-rich	Low_complexity	Low_complexity	2	45	0	4
981	237	98	0	0	chr6	51952472	51952513	-28689737	+	(A)n	Simple_repeat	Simple_repeat	1	41	0	4
981	37	23	0	0	chr6	51953091	51953135	-28689115	+	GC_rich	Low_complexity	Low_complexity	1	44	0	4
981	22	35	0	0	chr6	51953290	51953319	-28688931	+	GC_rich	Low_complexity	Low_complexity	1	29	0	4
981	180	111	0	0	chr6	51953473	51953500	-28688750	+	(CA)n	Simple_repeat	Simple_repeat	1	27	0	4
981	246	62	0	0	chr6	51953520	51953552	-28688698	+	(GAAA)n	Simple_repeat	Simple_repeat	1	32	0	4
981	192	40	0	0	chr6	51953684	51953709	-28688541	+	(CCCCCA)n	Simple_repeat	Simple_repeat	1	25	0	4
981	32	86	0	0	chr6	51953714	51953795	-28688455	+	GC_rich	Low_complexity	Low_complexity	1	81	0	4
981	252	0	0	0	chr6	51953949	51953977	-28688273	+	(TGGGGG)n	Simple_repeat	Simple_repeat	2	29	0	4
981	24	53	0	0	chr6	51954104	51954142	-28688108	+	GC_rich	Low_complexity	Low_complexity	1	38	0	4
981	1506	28	22	0	chr6	51954662	51954842	-28687408	+	SINEC_Cf	SINE	Lys	1	184	-5	4
981	31	58	0	0	chr6	51955382	51955434	-28686816	+	AT_rich	Low_complexity	Low_complexity	1	52	0	4
981	889	191	85	25	chr6	51955510	51955709	-28686541	-	SINEC_c2	SINE	Lys	-1	211	1	4
981	1909	183	8	19	chr6	51955710	51956083	-28686167	-	L1MC1	LINE	L1	-9	6324	5956	4
981	448	252	15	38	chr6	51956190	51956322	-28685928	-	MIR	SINE	MIR	-46	216	88	4
981	182	118	29	0	chr6	51956837	51956871	-28685379	+	(TTTA)n	Simple_repeat	Simple_repeat	2	36	0	4
981	499	168	39	19	chr6	51956959	51957062	-28685188	-	MER53	DNA	DNA	-84	109	5	4
981	277	294	29	19	chr6	51957536	51957640	-28684610	+	MIRb	SINE	MIR	37	141	-127	4
981	1589	303	89	48	chr6	51957642	51958612	-28683638	-	HAL1	LINE	L1	-1073	1434	426	4
981	421	283	60	16	chr6	51958836	51959019	-28683231	-	HAL1	LINE	L1	-2182	325	135	4
981	1507	274	227	5	chr6	51959019	51959636	-28682614	+	Arthur1	DNA	Tip100	1	754	-3186	4
981	872	231	32	8	chr6	51959658	51959911	-28682339	+	Arthur1	DNA	Tip100	2880	3138	-802	4
981	1284	242	96	114	chr6	51959965	51960116	-28682134	+	Arthur1	DNA	Tip100	3144	3292	-648	4
981	1565	16	0	11	chr6	51960116	51960301	-28681949	+	SINEC_Cf	SINE	Lys	1	183	-6	4
981	1284	242	96	114	chr6	51960301	51960363	-28681887	+	Arthur1	DNA	Tip100	3293	3354	-586	4
981	1211	119	0	63	chr6	51960363	51960552	-28681698	+	SINEC_a2	SINE	Lys	3	179	0	4
981	1284	242	96	114	chr6	51960552	51960750	-28681500	+	Arthur1	DNA	Tip100	3355	3550	-390	4
981	799	168	178	6	chr6	51960750	51960924	-28681326	-	SINEC_c1	SINE	Lys	-5	204	1	4
981	1284	242	96	114	chr6	51960924	51961292	-28680958	+	Arthur1	DNA	Tip100	3551	3911	-29	4
981	1102	121	22	22	chr6	51961413	51961591	-28680659	-	SINEC_a2	SINE	Lys	0	179	2	4
981	1675	271	201	9	chr6	51961626	51961828	-28680422	-	HAL1	LINE	L1	-4	2503	2263	4
981	1286	91	17	0	chr6	51961828	51962003	-28680247	-	SINEC_a1	SINE	Lys	-1	178	1	4
981	1675	271	201	9	chr6	51962003	51962678	-28679572	-	HAL1	LINE	L1	-245	2262	1458	4
981	579	230	118	33	chr6	51962695	51962906	-28679344	+	MLT1G1	LTR	MaLR	42	270	-325	4
981	1344	296	103	48	chr6	51963000	51963667	-28678583	-	HAL1	LINE	L1	-1707	800	97	4
981	217	333	91	34	chr6	51963780	51964044	-28678206	+	L2	LINE	L2	1824	2102	-1212	4
981	417	248	45	39	chr6	51964097	51964252	-28677998	-	MIR	SINE	MIR	-28	234	79	4
981	204	335	27	112	chr6	51964289	51964330	-28677920	+	L2	LINE	L2	2140	2177	-1137	4
981	1277	123	0	0	chr6	51964330	51964509	-28677741	-	SINEC_a1	SINE	Lys	0	179	1	4
981	204	335	27	112	chr6	51964509	51964726	-28677524	+	L2	LINE	L2	2178	2376	-938	4
981	261	0	0	0	chr6	51964937	51964966	-28677284	+	(TTTA)n	Simple_repeat	Simple_repeat	2	30	0	4
981	1067	166	5	32	chr6	51964968	51965155	-28677095	-	SINEC_b1	SINE	Lys	-8	186	5	4
981	1295	80	17	28	chr6	51965552	51965733	-28676517	+	SINEC_a2	SINE	Lys	1	179	0	4
981	278	115	0	19	chr6	51966214	51966267	-28675983	+	(CCCTAA)n	Simple_repeat	Simple_repeat	3	54	0	4
981	616	299	76	15	chr6	51966752	51967014	-28675236	+	L2	LINE	L2	3033	3310	-109	4
981	243	0	0	0	chr6	51967121	51967148	-28675102	+	(A)n	Simple_repeat	Simple_repeat	1	27	0	4
981	357	354	90	24	chr6	51968152	51968531	-28673719	+	L2	LINE	L2	2295	2698	-616	4
981	5033	170	19	19	chr6	51968570	51969433	-28672817	-	L1MC1	LINE	L1	0	6333	5438	4
981	1327	102	11	0	chr6	51969433	51969610	-28672640	-	SINEC_a1	SINE	Lys	0	179	1	4
981	5033	177	22	17	chr6	51969610	51969796	-28672454	-	L1MC1	LINE	L1	-896	5437	5251	4
981	1461	61	0	22	chr6	51969822	51970006	-28672244	+	SINEC_Cf2	SINE	Lys	1	180	0	4
981	1386	17	11	11	chr6	51970015	51970193	-28672057	+	(GAAA)n	Simple_repeat	Simple_repeat	3	180	0	4
981	496	193	9	60	chr6	51970206	51970302	-28671948	+	SINEC_b2	SINE	Lys	72	163	-31	4
981	216	0	0	0	chr6	51970302	51970326	-28671924	+	(TAAA)n	Simple_repeat	Simple_repeat	2	25	0	4
981	496	193	9	60	chr6	51970326	51970345	-28671905	+	SINEC_b2	SINE	Lys	164	181	-13	4
981	965	148	6	6	chr6	51970485	51970641	-28671609	-	SINEC_c1	SINE	Lys	-52	157	2	4
981	1149	225	103	12	chr6	51971349	51971678	-28670572	+	L1MA9	LINE	L1	5941	6299	-13	4
981	207	0	0	0	chr6	51971678	51971701	-28670549	+	(TTTA)n	Simple_repeat	Simple_repeat	2	24	0	4
981	1381	41	41	0	chr6	51971706	51971876	-28670374	-	SINEC_a2	SINE	Lys	-2	177	1	4
981	282	237	114	99	chr6	51972012	51972143	-28670107	-	L2	LINE	L2	-1	3418	3286	4
981	324	265	0	64	chr6	51972224	51972333	-28669917	-	L2	LINE	L2	-70	3349	3248	4
981	249	264	11	22	chr6	51973128	51973217	-28669033	+	MLT1K	LTR	MaLR	1	88	-503	4
981	279	244	32	43	chr6	51973426	51973520	-28668730	+	LTR67	LTR	ERVL	464	556	-1	4
981	1142	179	35	0	chr6	51973739	51973940	-28668310	-	SINEC_c2	SINE	Lys	-4	208	1	4
981	1049	158	53	37	chr6	51974055	51974245	-28668005	-	SINEC_b1	SINE	Lys	-1	193	1	4
981	1217	81	11	28	chr6	51974342	51974520	-28667730	+	SINEC_a1	SINE	Lys	1	175	-4	4
981	436	325	19	19	chr6	51974927	51975134	-28667116	-	LTR33	LTR	ERVL	0	521	315	4
981	440	247	128	61	chr6	51975232	51975396	-28666854	-	LTR33	LTR	ERVL	-343	178	4	4
981	242	301	29	19	chr6	51975421	51975526	-28666724	-	MIRb	SINE	MIR	-141	127	22	4
981	556	265	88	19	chr6	51975811	51976026	-28666224	+	MIRb	SINE	MIR	3	232	-36	4
981	334	246	92	74	chr6	51976104	51976226	-28666024	-	MIRm	SINE	MIR	-102	166	41	4
981	217	250	42	0	chr6	51976890	51976938	-28665312	+	L2	LINE	L2	3242	3291	-87	4
981	257	254	15	45	chr6	51976936	51977002	-28665248	-	L2	LINE	L2	-2	3376	3313	4
981	338	261	60	7	chr6	51976954	51977071	-28665179	+	L2	LINE	L2	3277	3403	-16	4
981	3379	128	49	95	chr6	51977604	51978127	-28664123	+	L1_Carn7	LINE	L1	5407	5931	-577	4
981	1142	132	58	32	chr6	51978127	51978315	-28663935	-	SINEC_b1	SINE	Lys	-1	193	1	4
981	3379	134	34	79	chr6	51978315	51978402	-28663848	+	L1_Carn7	LINE	L1	5932	6015	-493	4
981	3394	111	41	10	chr6	51978402	51978919	-28663331	+	L1_Canis1	LINE	L1	5889	6421	-4	4
981	3379	134	34	79	chr6	51978919	51979050	-28663200	+	L1_Carn7	LINE	L1	6016	6139	-369	4
981	818	181	65	0	chr6	51979052	51979207	-28663043	+	SINEC_b2	SINE	Lys	1	165	-29	4
981	418	0	35	17	chr6	51979221	51979279	-28662971	+	(TAAA)n	Simple_repeat	Simple_repeat	2	60	0	4
981	609	253	70	27	chr6	51979279	51979296	-28662954	+	SINEC_c2	SINE	Lys	179	195	-17	4
981	1334	161	68	164	chr6	51979296	51979705	-28662545	+	L1_Carn7	LINE	L1	6132	6501	-7	4
981	1338	102	21	0	chr6	51980097	51980283	-28661967	-	L1_Canid	LINE	L1	0	6451	6262	4
981	1210	224	141	40	chr6	51980395	51980724	-28661526	+	MLT1D	LTR	MaLR	7	373	-132	4
981	624	191	0	0	chr6	51980724	51980829	-28661421	+	SINEC_old	SINE	Lys	1	105	-7	4
981	689	28	9	45	chr6	51980829	51980940	-28661310	+	(GAAA)n	Simple_repeat	Simple_repeat	2	108	0	4
981	544	195	50	8	chr6	51980960	51981079	-28661171	+	MLT1D	LTR	MaLR	373	496	-9	4
981	1359	69	11	17	chr6	51982203	51982379	-28659871	-	SINEC_a1	SINE	Lys	-4	175	1	4
981	879	206	0	37	chr6	51983138	51983323	-28658927	+	MLT1B	LTR	MaLR	1	178	-212	4
981	928	200	16	11	chr6	51983323	51983505	-28658745	+	SINEC_c2	SINE	Lys	1	183	-29	4
981	288	0	0	0	chr6	51983507	51983539	-28658711	+	(TAAA)n	Simple_repeat	Simple_repeat	2	33	0	4
981	558	284	70	39	chr6	51984117	51984373	-28657877	+	HAL1	LINE	L1	2239	2502	-5	4
981	343	291	125	10	chr6	51984508	51984612	-28657638	-	L2	LINE	L2	-1	3377	3262	4
981	453	325	24	36	chr6	51984872	51985038	-28657212	+	MIR	SINE	MIR	1	164	-98	4
981	217	264	19	0	chr6	51985516	51985569	-28656681	-	MIR	SINE	MIR	-12	250	197	4
981	238	385	59	27	chr6	51985709	51985965	-28656285	-	L2	LINE	L2	-373	2941	2678	4
981	396	0	0	0	chr6	51988330	51988374	-28653876	+	(TAAA)n	Simple_repeat	Simple_repeat	1	44	0	4
981	1436	39	0	152	chr6	51989107	51989317	-28652933	-	SINEC_Cf3	SINE	Lys	-2	178	1	4
981	455	234	15	15	chr6	51989334	51989446	-28652804	-	SINEC_c2	SINE	Lys	-81	113	2	4
981	1465	84	0	11	chr6	51989458	51989639	-28652611	-	SINEC_a1	SINE	Lys	0	179	1	4
981	888	324	121	29	chr6	51990412	51990657	-28651593	+	L2	LINE	L2	2292	2560	-754	4
981	547	290	144	5	chr6	51990657	51990879	-28651371	+	MIR	SINE	MIR	4	256	-6	4
981	888	324	121	29	chr6	51990879	51991218	-28651032	+	L2	LINE	L2	2561	2930	-384	4
981	1043	170	0	11	chr6	51991232	51991410	-28650840	-	SINEC_c1	SINE	Lys	-33	176	1	4
981	403	302	217	24	chr6	51991418	51991750	-28650500	+	L2	LINE	L2	3024	3419	0	4
981	410	330	168	28	chr6	51992056	51992549	-28649701	+	L2	LINE	L2	2070	2631	-683	4
981	256	222	97	0	chr6	51992550	51992622	-28649628	+	Charlie9	DNA	MER1_type	4	82	-2577	4
981	21	0	0	0	chr6	51992710	51992731	-28649519	+	AT_rich	Low_complexity	Low_complexity	1	21	0	4
981	228	256	48	24	chr6	51994207	51994291	-28647959	+	MIRb	SINE	MIR	73	158	-110	4
981	430	278	61	18	chr6	51994308	51994473	-28647777	-	MIRb	SINE	MIR	-31	237	66	5
981	194	374	43	51	chr6	51994578	51994716	-28647534	-	L2	LINE	L2	0	3419	3283	5
981	232	261	14	14	chr6	51996993	51997063	-28645187	+	(TG)n	Simple_repeat	Simple_repeat	2	71	0	5
981	1081	140	0	68	chr6	51997280	51997472	-28644778	+	L1_Carn2	LINE	L1	6248	6426	-9	5
981	308	100	40	0	chr6	51997561	51997611	-28644639	+	SINEC_a1	SINE	Lys	128	179	0	5
981	621	233	48	3	chr6	51997765	51998026	-28644224	-	LTR16A	LTR	ERVL	-9	441	97	5
981	216	0	0	0	chr6	51998200	51998224	-28644026	+	(TTTA)n	Simple_repeat	Simple_repeat	2	25	0	5
981	594	208	37	19	chr6	51998237	51998399	-28643851	-	SINEC_b1	SINE	Lys	-29	165	1	5
981	400	315	18	0	chr6	51998519	51998630	-28643620	+	L2	LINE	L2	3266	3378	0	5
981	608	327	9	43	chr6	51998746	51998979	-28643271	+	MIR	SINE	MIR	38	262	0	5
981	317	82	20	0	chr6	51999284	51999333	-28642917	+	(TG)n	Simple_repeat	Simple_repeat	1	50	0	5
981	1164	65	149	0	chr6	52000310	52000464	-28641786	-	SINEC_a1	SINE	Lys	-2	177	1	5
981	1192	123	47	0	chr6	52001091	52001261	-28640989	+	SINEC_a1	SINE	Lys	1	178	-1	5
981	252	0	0	0	chr6	52001685	52001713	-28640537	+	(TC)n	Simple_repeat	Simple_repeat	1	28	0	5
981	751	219	0	26	chr6	52001812	52001967	-28640283	-	MLT1A0	LTR	MaLR	-214	151	1	5
981	1448	78	0	11	chr6	52002044	52002226	-28640024	-	SINEC_Cf2	SINE	Lys	0	180	1	5
981	216	0	0	0	chr6	52002229	52002253	-28639997	+	(T)n	Simple_repeat	Simple_repeat	1	24	0	5
981	668	250	116	22	chr6	52002419	52002644	-28639606	-	MIR	SINE	MIR	0	262	17	5
981	1112	146	32	60	chr6	52002811	52003029	-28639221	+	SINEC_c2	SINE	Lys	1	212	0	5
981	21	0	0	0	chr6	52003449	52003470	-28638780	+	AT_rich	Low_complexity	Low_complexity	1	21	0	5
981	279	0	0	0	chr6	52003559	52003590	-28638660	+	(CA)n	Simple_repeat	Simple_repeat	2	32	0	5
981	555	289	163	67	chr6	52004340	52004488	-28637762	+	MLT1G1	LTR	MaLR	104	266	-329	4
981	771	40	40	10	chr6	52004488	52004588	-28637662	-	L1_Canis1	LINE	L1	0	6425	6323	5
981	555	289	163	67	chr6	52004588	52004888	-28637362	+	MLT1G1	LTR	MaLR	267	595	0	4
981	1195	86	85	12	chr6	52004919	52005084	-28637166	-	SINEC_Cf2	SINE	Lys	-3	177	1	5
981	1700	16	0	31	chr6	52005314	52005509	-28636741	-	SINEC_Cf	SINE	Lys	0	189	1	5
981	2351	176	71	19	chr6	52005557	52006033	-28636217	-	L1MC1	LINE	L1	-4	6329	5829	5
981	1310	125	6	0	chr6	52006537	52006713	-28635537	-	SINEC_a1	SINE	Lys	0	179	3	5
981	463	118	15	0	chr6	52007002	52007070	-28635180	+	SINEC_b2	SINE	Lys	7	75	-119	5
981	24	67	0	0	chr6	52007076	52007121	-28635129	+	AT_rich	Low_complexity	Low_complexity	1	45	0	5
981	28	0	0	0	chr6	52007280	52007308	-28634942	+	AT_rich	Low_complexity	Low_complexity	1	28	0	5
981	347	277	39	19	chr6	52007664	52007767	-28634483	+	MLT2E	LTR	ERVL	39	143	-485	5
981	1278	109	23	0	chr6	52007935	52008110	-28634140	-	SINEC_a2	SINE	Lys	0	179	1	5
981	471	152	105	32	chr6	52009037	52009132	-28633118	-	SINEC_old	SINE	Lys	0	112	11	5
981	471	196	30	40	chr6	52009423	52009524	-28632726	+	SINEC_Cf3	SINE	Lys	68	167	-13	5
981	598	265	215	18	chr6	52009523	52009746	-28632504	-	MER46C	DNA	MER2_type	-71	267	1	5
981	1164	122	40	11	chr6	52010640	52010814	-28631436	-	SINEC_b2	SINE	Lys	-15	179	1	5
981	1876	281	80	53	chr6	52011725	52012654	-28629596	-	L2	LINE	L2	-1	3418	2368	5
981	1011	153	35	94	chr6	52012654	52012856	-28629394	-	SINEC_b2	SINE	Lys	-3	191	2	5
981	1876	271	101	41	chr6	52012856	52013083	-28629167	-	L2	LINE	L2	-947	2367	2128	5
981	295	290	81	29	chr6	52013109	52013283	-28628967	-	L2	LINE	L2	-1335	1979	1797	5
981	524	302	7	14	chr6	52013469	52013610	-28628640	-	MIRb	SINE	MIR	-122	146	7	5
981	580	191	9	0	chr6	52013704	52013809	-28628441	-	CarLTR8b	LTR	ERV1	0	397	292	5
981	1091	150	5	85	chr6	52013812	52014023	-28628227	+	SINEC_b2	SINE	Lys	1	194	0	5
981	476	242	236	0	chr6	52014042	52014203	-28628047	+	SINEC_c1	SINE	Lys	2	200	-9	5
981	513	78	168	0	chr6	52014205	52014298	-28627952	-	SINEC_a1	SINE	Lys	-1	193	75	5
981	1111	123	53	0	chr6	52014542	52014712	-28627538	-	SINEC_a1	SINE	Lys	0	179	1	5
981	180	0	0	0	chr6	52015680	52015700	-28626550	+	(TTTTA)n	Simple_repeat	Simple_repeat	2	21	0	5
981	1114	94	5	81	chr6	52015703	52015888	-28626362	-	SINEC_a2	SINE	Lys	-8	171	1	5
981	1117	107	53	12	chr6	52016214	52016385	-28625865	-	SINEC_a1	SINE	Lys	-1	178	1	5
981	941	93	66	7	chr6	52016481	52016633	-28625617	-	L1_Canid	LINE	L1	-3	6448	6288	5
981	297	0	0	0	chr6	52018311	52018344	-28623906	+	(CA)n	Simple_repeat	Simple_repeat	1	33	0	5
981	180	329	13	52	chr6	52019403	52019480	-28622770	+	L2	LINE	L2	2432	2505	-809	5
981	449	312	41	41	chr6	52019589	52019983	-28622267	-	L1ME4a	LINE	L1	-41	6080	5687	5
981	1011	147	47	0	chr6	52020067	52020237	-28622013	-	SINEC_a2	SINE	Lys	-1	178	1	5
981	310	283	71	124	chr6	52020310	52020536	-28621714	-	L1ME4a	LINE	L1	-818	5328	5115	5
981	431	331	65	0	chr6	52020553	52020737	-28621513	+	L2	LINE	L2	2555	2750	-564	5
981	406	251	100	1	chr6	52021019	52021145	-28621105	+	MLT1J2	LTR	MaLR	5	142	-305	5
981	358	224	0	0	chr6	52021145	52021212	-28621038	-	MER94	DNA	AcHobo	0	134	68	5
981	273	146	0	0	chr6	52021912	52021960	-28620290	+	(CA)n	Simple_repeat	Simple_repeat	2	49	0	5
981	252	77	0	0	chr6	52022509	52022548	-28619702	+	(CA)n	Simple_repeat	Simple_repeat	2	40	0	5
981	477	141	22	0	chr6	52022934	52023026	-28619224	+	L1MB4	LINE	L1	6083	6176	-4	5
981	1165	92	28	28	chr6	52023370	52023549	-28618701	-	SINEC_a1	SINE	Lys	0	179	1	5
981	946	83	14	0	chr6	52023908	52024052	-28618198	-	SINEC_a1	SINE	Lys	-33	146	1	5
981	26	30	0	0	chr6	52024162	52024195	-28618055	+	AT_rich	Low_complexity	Low_complexity	1	33	0	5
981	198	0	0	0	chr6	52024636	52024658	-28617592	+	(TTTTC)n	Simple_repeat	Simple_repeat	3	24	0	5
981	628	144	288	0	chr6	52024659	52024791	-28617459	-	SINEC_a1	SINE	Lys	-9	170	1	5
981	333	289	0	0	chr6	52024927	52025010	-28617240	-	MIR	SINE	MIR	-54	208	126	5
981	434	228	49	117	chr6	52025320	52025434	-28616816	+	Charlie2	DNA	MER1_type	1946	2052	-810	5
981	1310	73	6	27	chr6	52025434	52025617	-28616633	-	SINEC_a2	SINE	Lys	0	179	1	5
981	434	228	49	117	chr6	52025617	52025766	-28616484	+	Charlie2	DNA	MER1_type	2053	2191	-671	5
981	357	184	215	13	chr6	52025883	52026032	-28616218	+	Charlie2	DNA	MER1_type	2233	2411	-451	5
981	855	145	167	12	chr6	52026037	52026062	-28616188	-	SINEC_b2	SINE	Lys	0	194	165	5
981	228	35	0	0	chr6	52026062	52026091	-28616159	+	(GA)n	Simple_repeat	Simple_repeat	1	29	0	5
981	855	145	167	12	chr6	52026091	52026233	-28616017	-	SINEC_b2	SINE	Lys	-30	164	1	5
981	597	243	34	82	chr6	52026239	52026342	-28615908	+	Charlie2	DNA	MER1_type	2606	2704	-158	5
981	1539	33	11	0	chr6	52026342	52026525	-28615725	-	SINEC_Cf	SINE	Lys	-4	185	1	5
981	597	243	34	82	chr6	52026525	52026690	-28615560	+	Charlie2	DNA	MER1_type	2705	2861	-1	5
981	1220	91	17	6	chr6	52026916	52027092	-28615158	+	SINEC_a1	SINE	Lys	1	178	-1	5
981	454	124	78	11	chr6	52028201	52028291	-28613959	+	L1_Canis1	LINE	L1	6327	6422	-3	5
981	311	275	11	0	chr6	52028438	52028529	-28613721	-	L1MC5	LINE	L1	-116	7845	7754	5
981	1107	131	17	6	chr6	52028536	52028712	-28613538	-	SINEC_a2	SINE	Lys	-1	178	1	5
981	1142	119	11	22	chr6	52028718	52028899	-28613351	-	SINEC_a2	SINE	Lys	0	179	1	5
981	1272	85	11	6	chr6	52030876	52031053	-28611197	+	SINEC_a1	SINE	Lys	1	178	-1	5
981	209	341	11	34	chr6	52031271	52031359	-28610891	+	MER5B	DNA	MER1_type	25	110	-68	5
981	1572	217	48	21	chr6	52031426	52031859	-28610391	-	L1MB7	LINE	L1	-1	6183	5739	5
981	452	300	90	24	chr6	52031959	52032171	-28610079	+	MIRb	SINE	MIR	3	228	-40	5
981	22	70	0	0	chr6	52032313	52032356	-28609894	+	AT_rich	Low_complexity	Low_complexity	1	43	0	5
981	231	286	0	0	chr6	52032573	52032629	-28609621	+	(CATA)n	Simple_repeat	Simple_repeat	3	58	0	5
981	411	273	213	18	chr6	52032632	52032796	-28609454	-	MIR	SINE	MIR	-4	258	63	5
981	1033	110	85	12	chr6	52033063	52033228	-28609022	-	SINEC_a1	SINE	Lys	0	179	3	5
981	183	392	21	0	chr6	52033322	52033419	-28608831	+	L2	LINE	L2	3059	3157	-221	5
981	182	37	0	36	chr6	52033543	52033571	-28608679	+	(TTTTC)n	Simple_repeat	Simple_repeat	4	30	0	5
981	1260	89	0	43	chr6	52033571	52033759	-28608491	-	SINEC_Cf3	SINE	Lys	0	180	1	5
981	464	330	84	22	chr6	52033957	52034183	-28608067	+	MIRb	SINE	MIR	14	253	-15	5
